participant_id,timestamp,time_to_finish,ui_mode,environment,fill_character,outlier_character,trial,trial_combined
3,1741772792574,4597,dark_mode,light_env,o,e,1,1
3,1741772796254,3680,dark_mode,light_env,0,8,2,2
3,1741772805294,9040,dark_mode,light_env,v,u,3,3
3,1741772808414,3120,dark_mode,light_env,T,7,4,4
3,1741772814014,5600,dark_mode,light_env,e,o,5,5
3,1741772832846,18832,dark_mode,light_env,8,0,6,6
3,1741772845910,13064,dark_mode,light_env,u,v,7,7
3,1741772867975,22065,dark_mode,light_env,7,T,8,8
3,1741772882070,14095,dark_mode,light_env,o,e,9,9
3,1741772896287,14217,dark_mode,light_env,0,8,10,10
3,1741772902622,6335,dark_mode,light_env,v,u,11,11
3,1741772908574,5952,dark_mode,light_env,T,7,12,12
3,1741772914454,5880,dark_mode,light_env,e,o,13,13
3,1741772928550,14096,dark_mode,light_env,8,0,14,14
3,1741772938439,9889,dark_mode,light_env,u,v,15,15
3,1741772949158,10719,dark_mode,light_env,7,T,16,16
3,1741772954518,5360,dark_mode,light_env,o,e,17,17
3,1741772981862,27344,dark_mode,light_env,0,8,18,18
3,1741772983894,2032,dark_mode,light_env,v,u,19,19
3,1741772987750,3856,dark_mode,light_env,T,7,20,20
3,1741772997902,10152,dark_mode,light_env,e,o,21,21
3,1741773032118,34216,dark_mode,light_env,8,0,22,22
3,1741773035758,3640,dark_mode,light_env,u,v,23,23
3,1741773041262,5504,dark_mode,light_env,7,T,24,24
3,1741773048678,7416,dark_mode,light_env,o,e,25,25
3,1741773051838,3160,dark_mode,light_env,0,8,26,26
3,1741773054678,2840,dark_mode,light_env,v,u,27,27
3,1741773057566,2888,dark_mode,light_env,T,7,28,28
3,1741773064734,7168,dark_mode,light_env,e,o,29,29
3,1741773068822,4088,dark_mode,light_env,8,0,30,30
3,1741773081270,12448,dark_mode,light_env,u,v,31,31
3,1741773101830,20560,dark_mode,light_env,7,T,32,32
3,1741773118158,16328,dark_mode,light_env,o,e,33,33
3,1741773122854,4696,dark_mode,light_env,0,8,34,34
3,1741773124478,1624,dark_mode,light_env,v,u,35,35
3,1741773127438,2960,dark_mode,light_env,T,7,36,36
3,1741773136422,8984,dark_mode,light_env,e,o,37,37
3,1741773190942,54520,dark_mode,light_env,8,0,38,38
3,1741773200758,9816,dark_mode,light_env,u,v,39,39
3,1741773206326,5568,dark_mode,light_env,7,T,40,40
3,1741773288934,3816,light_mode,light_env,o,e,1,41
3,1741773294766,5832,light_mode,light_env,0,8,2,42
3,1741773296894,2128,light_mode,light_env,v,u,3,43
3,1741773300014,3120,light_mode,light_env,T,7,4,44
3,1741773302430,2416,light_mode,light_env,e,o,5,45
3,1741773309245,6815,light_mode,light_env,8,0,6,46
3,1741773311750,2505,light_mode,light_env,u,v,7,47
3,1741773320350,8600,light_mode,light_env,7,T,8,48
3,1741773325679,5329,light_mode,light_env,o,e,9,49
3,1741773348071,22392,light_mode,light_env,0,8,10,50
3,1741773349495,1424,light_mode,light_env,v,u,11,51
3,1741773352782,3287,light_mode,light_env,T,7,12,52
3,1741773357511,4729,light_mode,light_env,e,o,13,53
3,1741773368671,11160,light_mode,light_env,8,0,14,54
3,1741773370399,1728,light_mode,light_env,u,v,15,55
3,1741773376102,5703,light_mode,light_env,7,T,16,56
3,1741773383772,7670,light_mode,light_env,o,e,17,57
3,1741773391956,8184,light_mode,light_env,0,8,18,58
3,1741773414788,22832,light_mode,light_env,v,u,19,59
3,1741773417356,2568,light_mode,light_env,T,7,20,60
3,1741773431947,14591,light_mode,light_env,e,o,21,61
3,1741773437427,5480,light_mode,light_env,8,0,22,62
3,1741773439339,1912,light_mode,light_env,u,v,23,63
3,1741773444393,5054,light_mode,light_env,7,T,24,64
3,1741773450513,6120,light_mode,light_env,o,e,25,65
3,1741773453922,3409,light_mode,light_env,0,8,26,66
3,1741773459490,5568,light_mode,light_env,v,u,27,67
3,1741773463986,4496,light_mode,light_env,T,7,28,68
3,1741773472690,8704,light_mode,light_env,e,o,29,69
3,1741773486474,13784,light_mode,light_env,8,0,30,70
3,1741773488202,1728,light_mode,light_env,u,v,31,71
3,1741773490393,2191,light_mode,light_env,7,T,32,72
3,1741773492329,1936,light_mode,light_env,o,e,33,73
3,1741773514907,22578,light_mode,light_env,0,8,34,74
3,1741773523010,8103,light_mode,light_env,v,u,35,75
3,1741773524594,1584,light_mode,light_env,T,7,36,76
3,1741773526626,2032,light_mode,light_env,e,o,37,77
3,1741773533130,6504,light_mode,light_env,8,0,38,78
