participant_id,timestamp,time_to_finish,ui_mode,environment,fill_character,outlier_character,trial,trial_combined
11,1742302917653,4782,dark_mode,light_env,o,e,1,1
11,1742302953733,36080,dark_mode,light_env,0,8,2,2
11,1742302957933,4200,dark_mode,light_env,v,u,3,3
11,1742302959741,1808,dark_mode,light_env,T,7,4,4
11,1742302961676,1935,dark_mode,light_env,e,o,5,5
11,1742302979789,18113,dark_mode,light_env,8,0,6,6
11,1742302989101,9312,dark_mode,light_env,u,v,7,7
11,1742302995061,5960,dark_mode,light_env,7,T,8,8
11,1742303000453,5392,dark_mode,light_env,o,e,9,9
11,1742303010365,9912,dark_mode,light_env,0,8,10,10
11,1742303012332,1967,dark_mode,light_env,v,u,11,11
11,1742303013708,1376,dark_mode,light_env,T,7,12,12
11,1742303016197,2489,dark_mode,light_env,e,o,13,13
11,1742303031083,14886,dark_mode,light_env,8,0,14,14
11,1742303032771,1688,dark_mode,light_env,u,v,15,15
11,1742303036315,3544,dark_mode,light_env,7,T,16,16
11,1742303038035,1720,dark_mode,light_env,o,e,17,17
11,1742303061419,23384,dark_mode,light_env,0,8,18,18
11,1742303065051,3632,dark_mode,light_env,v,u,19,19
11,1742303070755,5704,dark_mode,light_env,T,7,20,20
11,1742303073923,3168,dark_mode,light_env,e,o,21,21
11,1742303078483,4560,dark_mode,light_env,8,0,22,22
11,1742303087539,9056,dark_mode,light_env,u,v,23,23
11,1742303091499,3960,dark_mode,light_env,7,T,24,24
11,1742303097362,5863,dark_mode,light_env,o,e,25,25
11,1742303109890,12528,dark_mode,light_env,0,8,26,26
11,1742303115578,5688,dark_mode,light_env,v,u,27,27
11,1742303123587,8009,dark_mode,light_env,T,7,28,28
11,1742303126675,3088,dark_mode,light_env,e,o,29,29
11,1742303133699,7024,dark_mode,light_env,8,0,30,30
11,1742303157305,23606,dark_mode,light_env,u,v,31,31
11,1742303160442,3137,dark_mode,light_env,7,T,32,32
11,1742303162186,1744,dark_mode,light_env,o,e,33,33
11,1742303179402,17216,dark_mode,light_env,0,8,34,34
11,1742303191233,11831,dark_mode,light_env,v,u,35,35
11,1742303192506,1273,dark_mode,light_env,T,7,36,36
11,1742303194193,1687,dark_mode,light_env,e,o,37,37
11,1742303210970,16777,dark_mode,light_env,8,0,38,38
11,1742303215297,4327,dark_mode,light_env,u,v,39,39
11,1742303220682,5385,dark_mode,light_env,7,T,40,40
11,1742303277441,2280,light_mode,light_env,o,e,1,41
11,1742303285519,8078,light_mode,light_env,0,8,2,42
11,1742303289760,4241,light_mode,light_env,v,u,3,43
11,1742303294168,4408,light_mode,light_env,T,7,4,44
11,1742303297984,3816,light_mode,light_env,e,o,5,45
11,1742303301448,3464,light_mode,light_env,8,0,6,46
11,1742303304864,3416,light_mode,light_env,u,v,7,47
11,1742303307296,2432,light_mode,light_env,7,T,8,48
11,1742303308631,1335,light_mode,light_env,o,e,9,49
11,1742303312304,3673,light_mode,light_env,0,8,10,50
11,1742303314208,1904,light_mode,light_env,v,u,11,51
11,1742303317472,3264,light_mode,light_env,T,7,12,52
11,1742303322104,4632,light_mode,light_env,e,o,13,53
11,1742303325720,3616,light_mode,light_env,8,0,14,54
11,1742303327456,1736,light_mode,light_env,u,v,15,55
11,1742303329088,1632,light_mode,light_env,7,T,16,56
11,1742303332920,3832,light_mode,light_env,o,e,17,57
11,1742303343680,10760,light_mode,light_env,0,8,18,58
11,1742303346192,2512,light_mode,light_env,v,u,19,59
11,1742303347496,1304,light_mode,light_env,T,7,20,60
11,1742303352664,5168,light_mode,light_env,e,o,21,61
11,1742303360896,8232,light_mode,light_env,8,0,22,62
11,1742303363216,2320,light_mode,light_env,u,v,23,63
11,1742303364191,975,light_mode,light_env,7,T,24,64
11,1742303365664,1473,light_mode,light_env,o,e,25,65
11,1742303395264,29600,light_mode,light_env,0,8,26,66
11,1742303397175,1911,light_mode,light_env,v,u,27,67
11,1742303399168,1993,light_mode,light_env,T,7,28,68
11,1742303418838,19670,light_mode,light_env,e,o,29,69
11,1742303426254,7416,light_mode,light_env,8,0,30,70
11,1742303428390,2136,light_mode,light_env,u,v,31,71
11,1742303431518,3128,light_mode,light_env,7,T,32,72
11,1742303436150,4632,light_mode,light_env,o,e,33,73
11,1742303438366,2216,light_mode,light_env,0,8,34,74
11,1742303439966,1600,light_mode,light_env,v,u,35,75
11,1742303441262,1296,light_mode,light_env,T,7,36,76
11,1742303460030,18768,light_mode,light_env,e,o,37,77
11,1742303461614,1584,light_mode,light_env,8,0,38,78
11,1742303463350,1736,light_mode,light_env,u,v,39,79
11,1742303464294,944,light_mode,light_env,7,T,40,80
11,1742303517933,3088,dark_mode,dark_env,o,e,1,81
11,1742303527637,9704,dark_mode,dark_env,0,8,2,82
11,1742303530109,2472,dark_mode,dark_env,v,u,3,83
11,1742303533269,3160,dark_mode,dark_env,T,7,4,84
11,1742303540549,7280,dark_mode,dark_env,e,o,5,85
11,1742303543389,2840,dark_mode,dark_env,8,0,6,86
11,1742303544917,1528,dark_mode,dark_env,u,v,7,87
11,1742303546493,1576,dark_mode,dark_env,7,T,8,88
