participant_id,timestamp,time_to_finish,ui_mode,environment,fill_character,outlier_character,trial,trial_combined
9,1741877599933,5808,dark_mode,dark_env,o,e,1,1
9,1741877624220,24287,dark_mode,dark_env,0,8,2,2
9,1741877627564,3344,dark_mode,dark_env,v,u,3,3
9,1741877629949,2385,dark_mode,dark_env,T,7,4,4
9,1741877646485,16536,dark_mode,dark_env,e,o,5,5
9,1741877648941,2456,dark_mode,dark_env,8,0,6,6
9,1741877658453,9512,dark_mode,dark_env,u,v,7,7
9,1741877670285,11832,dark_mode,dark_env,7,T,8,8
9,1741877692021,21736,dark_mode,dark_env,o,e,9,9
9,1741877695213,3192,dark_mode,dark_env,0,8,10,10
9,1741877710708,15495,dark_mode,dark_env,v,u,11,11
9,1741877717827,7119,dark_mode,dark_env,T,7,12,12
9,1741877722564,4737,dark_mode,dark_env,e,o,13,13
9,1741877780101,57537,dark_mode,dark_env,8,0,14,14
9,1741877784804,4703,dark_mode,dark_env,u,v,15,15
9,1741877787436,2632,dark_mode,dark_env,7,T,16,16
9,1741877799852,12416,dark_mode,dark_env,o,e,17,17
9,1741877819092,19240,dark_mode,dark_env,0,8,18,18
9,1741877838637,19545,dark_mode,dark_env,v,u,19,19
9,1741877842701,4064,dark_mode,dark_env,T,7,20,20
9,1741877868157,25456,dark_mode,dark_env,e,o,21,21
9,1741877892477,24320,dark_mode,dark_env,8,0,22,22
9,1741877902941,10464,dark_mode,dark_env,u,v,23,23
9,1741877914541,11600,dark_mode,dark_env,7,T,24,24
9,1741877930597,16056,dark_mode,dark_env,o,e,25,25
9,1741877932254,1657,dark_mode,dark_env,0,8,26,26
9,1741877940357,8103,dark_mode,dark_env,v,u,27,27
9,1741877961310,20953,dark_mode,dark_env,T,7,28,28
9,1741878017343,56033,dark_mode,dark_env,e,o,29,29
9,1741878041535,24192,dark_mode,dark_env,8,0,30,30
9,1741878045375,3840,dark_mode,dark_env,u,v,31,31
9,1741878099775,54400,dark_mode,dark_env,7,T,32,32
9,1741878102079,2304,dark_mode,dark_env,o,e,33,33
9,1741878141143,39064,dark_mode,dark_env,0,8,34,34
