participant_id,timestamp,time_to_finish,ui_mode,environment,fill_character,outlier_character,trial,trial_combined
13,1743070796118,3128,light_mode,light_env,7,T,32,112
13,1743070797671,1553,light_mode,light_env,o,e,33,113
13,1743070800638,2967,light_mode,light_env,0,8,34,114
13,1743070812111,11473,light_mode,light_env,v,u,35,115
13,1743070813494,1383,light_mode,light_env,T,7,36,116
13,1743070832135,18641,light_mode,light_env,e,o,37,117
13,1743070837776,5641,light_mode,light_env,8,0,38,118
13,1743070839583,1807,light_mode,light_env,u,v,39,119
13,1743070841351,1768,light_mode,light_env,7,T,40,120
13,1743070887655,2240,dark_mode,light_env,o,e,1,121
13,1743071009280,121625,dark_mode,light_env,0,8,2,122
13,1743071015863,6583,dark_mode,light_env,v,u,3,123
13,1743071018207,2344,dark_mode,light_env,T,7,4,124
13,1743071020183,1976,dark_mode,light_env,e,o,5,125
13,1743071030950,10767,dark_mode,light_env,8,0,6,126
13,1743071032894,1944,dark_mode,light_env,u,v,7,127
13,1743071045174,12280,dark_mode,light_env,7,T,8,128
13,1743071049582,4408,dark_mode,light_env,o,e,9,129
13,1743071075056,25474,dark_mode,light_env,0,8,10,130
13,1743071082703,7647,dark_mode,light_env,v,u,11,131
13,1743071084055,1352,dark_mode,light_env,T,7,12,132
13,1743071091887,7832,dark_mode,light_env,e,o,13,133
13,1743071095863,3976,dark_mode,light_env,8,0,14,134
13,1743071096950,1087,dark_mode,light_env,u,v,15,135
13,1743071099735,2785,dark_mode,light_env,7,T,16,136
13,1743071101511,1776,dark_mode,light_env,o,e,17,137
13,1743071119728,18217,dark_mode,light_env,0,8,18,138
13,1743071125527,5799,dark_mode,light_env,v,u,19,139
13,1743071126943,1416,dark_mode,light_env,T,7,20,140
13,1743071129823,2880,dark_mode,light_env,e,o,21,141
13,1743071173976,44153,dark_mode,light_env,8,0,22,142
13,1743071175112,1136,dark_mode,light_env,u,v,23,143
13,1743071177936,2824,dark_mode,light_env,7,T,24,144
13,1743071181079,3143,dark_mode,light_env,o,e,25,145
13,1743071421545,240466,dark_mode,light_env,0,8,26,146
13,1743071429818,8273,dark_mode,light_env,v,u,27,147
13,1743071432827,3009,dark_mode,light_env,T,7,28,148
13,1743071434571,1744,dark_mode,light_env,e,o,29,149
13,1743071437771,3200,dark_mode,light_env,8,0,30,150
13,1743071441659,3888,dark_mode,light_env,u,v,31,151
13,1743071459723,18064,dark_mode,light_env,7,T,32,152
13,1743071462787,3064,dark_mode,light_env,o,e,33,153
13,1743071478555,15768,dark_mode,light_env,0,8,34,154
13,1743071481866,3311,dark_mode,light_env,v,u,35,155
13,1743071487858,5992,dark_mode,light_env,T,7,36,156
13,1743071489258,1400,dark_mode,light_env,e,o,37,157
13,1743071530707,41449,dark_mode,light_env,8,0,38,158
13,1743071533210,2503,dark_mode,light_env,u,v,39,159
13,1743071538106,4896,dark_mode,light_env,7,T,40,160
